Crash Breakdown 2,Date Of Loss Year,Crash Severity,Cyclist Flag,Day Of Week,Derived Crash Congifuration,Intersection Crash,Month Of Year,Motorcycle Flag,Municipality Name (ifnull),Parking Lot Flag,Pedestrian Flag,Region,Street Full Name (ifnull),Time Category,Crash Breakdown,Cross Street Full Name,Heavy Veh Flag,Mid Block Crash,Municipality Name,Municipality With Boundary,Road Location Description,Street Full Name,Crash Count,Latitude,Longitude,Number of Records
LOWER MAINLAND,2017,CASUALTY,Yes,FRIDAY,SIDE IMPACT,Yes,JULY,No,VANCOUVER,Yes,No,LOWER MAINLAND,KINGSWAY,15:00-17:59,FRIDAY,TYNE ST,N,N,VANCOUVER,VANCOUVER,KINGSWAY & TYNE ST,KINGSWAY,1,49.232015,-123.031251,1
LOWER MAINLAND,2018,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,Yes,JUNE,No,VANCOUVER,No,No,LOWER MAINLAND,CAMBIE ST,15:00-17:59,FRIDAY,W 41ST AVE,N,N,VANCOUVER,VANCOUVER,CAMBIE ST & W 41ST AVE,CAMBIE ST,1,49.23354,-123.116194,1
LOWER MAINLAND,2016,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,Yes,MAY,No,BURNABY,No,No,LOWER MAINLAND,CHAFFEY AVE,06:00-08:59,FRIDAY,GRANGE ST,N,N,BURNABY,BURNABY,CHAFFEY AVE & GRANGE ST,CHAFFEY AVE,1,49.232579,-123.007676,1
LOWER MAINLAND,2019,PROPERTY DAMAGE ONLY,Yes,WEDNESDAY,UNDETERMINED,Yes,MAY,No,PORT COQUITLAM,No,No,LOWER MAINLAND,CITADEL DR,15:00-17:59,WEDNESDAY,CONFEDERATION DR,N,N,PORT COQUITLAM,PORT COQUITLAM,CITADEL DR & CONFEDERATION DR & PALISADE CRES,CITADEL DR,1,49.231867,-122.785479,1
LOWER MAINLAND,2016,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,AUGUST,No,BURNABY,No,No,LOWER MAINLAND,GRANGE ST,15:00-17:59,WEDNESDAY,WILLINGDON AVE,N,N,BURNABY,BURNABY,GRANGE ST & WILLINGDON AVE,GRANGE ST,1,49.231509,-123.003457,1
LOWER MAINLAND,2019,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,JUNE,No,PORT COQUITLAM,No,No,LOWER MAINLAND,SHAUGHNESSY ST,18:00-20:59,TUESDAY,CITADEL DR,N,N,PORT COQUITLAM,PORT COQUITLAM,CITADEL DR & SHAUGHNESSY ST,SHAUGHNESSY ST,1,49.23234,-122.793739,1
LOWER MAINLAND,2017,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,Yes,AUGUST,No,BURNABY,No,No,LOWER MAINLAND,WILLINGDON AVE,15:00-17:59,THURSDAY,KINGSWAY,N,N,BURNABY,BURNABY,KINGSWAY & WILLINGDON AVE & TURNING LANE,WILLINGDON AVE,1,49.230223,-123.004835,1
LOWER MAINLAND,2016,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,MAY,No,VANCOUVER,No,No,LOWER MAINLAND,E 41ST AVE,15:00-17:59,WEDNESDAY,MAIN ST,N,N,VANCOUVER,VANCOUVER,E 41ST AVE & MAIN ST,E 41ST AVE,1,49.23306,-123.101517,1
LOWER MAINLAND,2016,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,MAY,No,VANCOUVER,No,No,LOWER MAINLAND,DUNBAR ST,15:00-17:59,WEDNESDAY,SW MARINE DR,N,N,VANCOUVER,VANCOUVER,DUNBAR ST & SW MARINE DR,DUNBAR ST,1,49.230603,-123.185361,1
LOWER MAINLAND,2018,PROPERTY DAMAGE ONLY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,JUNE,No,VANCOUVER,No,No,LOWER MAINLAND,W 44TH AVE,15:00-17:59,WEDNESDAY,CARNARVON ST,N,N,VANCOUVER,VANCOUVER,CARNARVON ST & W 44TH AVE,W 44TH AVE,1,49.231909,-123.173081,1
LOWER MAINLAND,2019,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,No,SEPTEMBER,No,VANCOUVER,Yes,No,LOWER MAINLAND,KINGSWAY,15:00-17:59,FRIDAY,NA,N,N,VANCOUVER,VANCOUVER,KINGSWAY,KINGSWAY,1,49.232263,-123.024221,1
LOWER MAINLAND,2018,PROPERTY DAMAGE ONLY,Yes,TUESDAY,SINGLE VEHICLE,Yes,MARCH,No,VANCOUVER,No,No,LOWER MAINLAND,COLLINGWOOD ST,15:00-17:59,TUESDAY,SW MARINE DR,N,N,VANCOUVER,VANCOUVER,COLLINGWOOD ST & SW MARINE DR,COLLINGWOOD ST,1,49.230144,-123.182012,1
LOWER MAINLAND,2018,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,Yes,APRIL,No,VANCOUVER,No,No,LOWER MAINLAND,W 44TH AVE,18:00-20:59,THURSDAY,CAMBIE ST,N,N,VANCOUVER,VANCOUVER,CAMBIE ST & W 44TH AVE,W 44TH AVE,1,49.230738,-123.116161,1
LOWER MAINLAND,2017,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,Yes,AUGUST,No,BURNABY,No,No,LOWER MAINLAND,EDMONDS ST,15:00-17:59,THURSDAY,CANADA WAY,N,N,BURNABY,BURNABY,CANADA WAY & EDMONDS ST,EDMONDS ST,1,49.224089,-122.940994,1
LOWER MAINLAND,2016,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,SEPTEMBER,No,BURNABY,No,No,LOWER MAINLAND,IMPERIAL ST,15:00-17:59,WEDNESDAY,NELSON AVE,N,N,BURNABY,BURNABY,IMPERIAL ST & NELSON AVE,IMPERIAL ST,1,49.221948,-122.994179,1
LOWER MAINLAND,2015,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,Yes,DECEMBER,No,BURNABY,No,No,LOWER MAINLAND,LANE ST,18:00-20:59,FRIDAY,ROYAL OAK AVE,N,N,BURNABY,BURNABY,LANE ST & ROYAL OAK AVE,LANE ST,1,49.222496,-122.988879,1
LOWER MAINLAND,2016,CASUALTY,Yes,TUESDAY,UNDETERMINED,Yes,JULY,No,VANCOUVER,No,No,LOWER MAINLAND,E 49TH AVE,12:00-14:59,TUESDAY,MAIN ST,N,N,VANCOUVER,VANCOUVER,E 49TH AVE & MAIN ST,E 49TH AVE,1,49.225649,-123.10164,1
LOWER MAINLAND,2018,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,No,JULY,No,VANCOUVER,No,No,LOWER MAINLAND,SW MARINE DR,06:00-08:59,FRIDAY,NA,N,N,VANCOUVER,VANCOUVER,SW MARINE DR,SW MARINE DR,1,49.226456,-123.169679,1
LOWER MAINLAND,2019,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,NOVEMBER,No,MAPLE RIDGE,No,No,LOWER MAINLAND,214 ST,12:00-14:59,WEDNESDAY,121 AVE,N,N,MAPLE RIDGE,MAPLE RIDGE,121 AVE & 214 ST,214 ST,1,49.222995,-122.628685,1
LOWER MAINLAND,2018,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,Yes,AUGUST,No,PITT MEADOWS,No,No,LOWER MAINLAND,122 AVE,12:00-14:59,THURSDAY,HARRIS RD,N,N,PITT MEADOWS,PITT MEADOWS,122 AVE & 122A AVE & HARRIS RD,122 AVE,1,49.224588,-122.689558,1
LOWER MAINLAND,2016,CASUALTY,Yes,WEDNESDAY,UNDETERMINED,Yes,MARCH,No,MAPLE RIDGE,No,No,LOWER MAINLAND,222 ST,09:00-11:59,WEDNESDAY,DEWDNEY TRUNK RD,N,N,MAPLE RIDGE,MAPLE RIDGE,222 ST & DEWDNEY TRUNK RD,222 ST,1,49.220495,-122.60701,1
LOWER MAINLAND,2018,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,Yes,NOVEMBER,No,MAPLE RIDGE,No,No,LOWER MAINLAND,230 ST,09:00-11:59,THURSDAY,EAGLE AVE,N,N,MAPLE RIDGE,MAPLE RIDGE,230 ST & EAGLE AVE,230 ST,1,49.223406,-122.584915,1
LOWER MAINLAND,2015,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,Yes,JANUARY,No,BURNABY,No,No,LOWER MAINLAND,ELWELL ST,18:00-20:59,THURSDAY,HUMPHRIES AVE,N,N,BURNABY,BURNABY,ELWELL ST & HUMPHRIES AVE,ELWELL ST,1,49.223382,-122.949931,1
LOWER MAINLAND,2018,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,JANUARY,No,BURNABY,No,No,LOWER MAINLAND,BONSOR AVE,15:00-17:59,MONDAY,CENTRAL BLVD,N,N,BURNABY,BURNABY,BONSOR AVE & CENTRAL BLVD,BONSOR AVE,1,49.22348,-122.998517,1
LOWER MAINLAND,2019,CASUALTY,Yes,SATURDAY,SINGLE VEHICLE,Yes,JANUARY,No,VANCOUVER,No,No,LOWER MAINLAND,MACDONALD ST,09:00-11:59,SATURDAY,SW MARINE DR,N,N,VANCOUVER,VANCOUVER,MACDONALD ST & SW MARINE DR,MACDONALD ST,1,49.225788,-123.168416,1
LOWER MAINLAND,2019,PROPERTY DAMAGE ONLY,Yes,FRIDAY,SINGLE VEHICLE,Yes,MAY,No,BURNABY,No,No,LOWER MAINLAND,ROYAL OAK AVE,21:00-23:59,FRIDAY,KINGSWAY,N,N,BURNABY,BURNABY,KINGSWAY & ROYAL OAK AVE,ROYAL OAK AVE,1,49.225,-122.988934,1
LOWER MAINLAND,2015,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,NOVEMBER,No,BURNABY,No,No,LOWER MAINLAND,MAYBERRY ST,12:00-14:59,TUESDAY,WILLINGDON AVE,N,N,BURNABY,BURNABY,MAYBERRY ST & WILLINGDON AVE,MAYBERRY ST,1,49.225546,-123.009822,1
LOWER MAINLAND,2016,PROPERTY DAMAGE ONLY,Yes,FRIDAY,SINGLE VEHICLE,Yes,JULY,No,RICHMOND,No,No,LOWER MAINLAND,GARRY ST,15:00-17:59,FRIDAY,RAILWAY AVE,N,N,RICHMOND,RICHMOND,GARRY ST & RAILWAY AVE,GARRY ST,1,49.129338,-123.16981,1
LOWER MAINLAND,2018,PROPERTY DAMAGE ONLY,Yes,TUESDAY,SINGLE VEHICLE,No,JULY,No,SURREY,No,No,LOWER MAINLAND,68A AVE,15:00-17:59,TUESDAY,NA,N,N,SURREY,SURREY,68A AVE,68A AVE,1,49.127033,-122.702387,1
LOWER MAINLAND,2019,CASUALTY,Yes,SATURDAY,UNDETERMINED,Yes,JULY,No,SURREY,No,No,LOWER MAINLAND,184 ST,15:00-17:59,SATURDAY,FRASER HWY,N,N,SURREY,SURREY,184 ST & FRASER HWY & TURNING LANE,184 ST,1,49.128669,-122.712559,1
LOWER MAINLAND,2017,PROPERTY DAMAGE ONLY,Yes,MONDAY,SINGLE VEHICLE,Yes,JANUARY,No,RICHMOND,No,No,LOWER MAINLAND,NO 5 RD,06:00-08:59,MONDAY,FORGE PL,N,N,RICHMOND,RICHMOND,FORGE PL & NO 5 RD,NO 5 RD,1,49.12713,-123.0922,1
LOWER MAINLAND,2016,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,No,AUGUST,No,DELTA,No,No,LOWER MAINLAND,NICHOLSON RD,12:00-14:59,MONDAY,NA,N,N,DELTA,DELTA,NICHOLSON RD,NICHOLSON RD,1,49.129169,-122.893494,1
LOWER MAINLAND,2016,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,Yes,APRIL,No,SURREY,No,No,LOWER MAINLAND,70A AVE,09:00-11:59,THURSDAY,KING GEORGE BLVD,N,N,SURREY,SURREY,70A AVE & KING GEORGE BLVD,70A AVE,1,49.130279,-122.845563,1
LOWER MAINLAND,2017,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,MAY,No,DELTA,No,No,LOWER MAINLAND,NICHOLSON RD,21:00-23:59,WEDNESDAY,WADE RD,N,N,DELTA,DELTA,NICHOLSON RD & WADE RD,NICHOLSON RD,1,49.124145,-122.894908,1
LOWER MAINLAND,2017,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,No,MAY,No,SURREY,No,No,LOWER MAINLAND,SCOTT RD,12:00-14:59,TUESDAY,NA,N,Y,SURREY,SURREY,120 ST,SCOTT RD,1,49.13144,-122.890293,1
LOWER MAINLAND,2017,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,JANUARY,No,RICHMOND,No,No,LOWER MAINLAND,FORGE PL,03:00-05:59,MONDAY,NO 5 RD,N,N,RICHMOND,RICHMOND,FORGE PL & NO 5 RD,FORGE PL,1,49.12713,-123.0922,1
LOWER MAINLAND,2016,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,Yes,MARCH,No,VANCOUVER,No,No,LOWER MAINLAND,E PENDER ST,15:00-17:59,THURSDAY,MAIN ST,N,N,VANCOUVER,VANCOUVER,E PENDER ST & MAIN ST,E PENDER ST,1,49.280381,-123.099699,1
LOWER MAINLAND,2019,PROPERTY DAMAGE ONLY,Yes,FRIDAY,SINGLE VEHICLE,No,MAY,No,VANCOUVER,No,No,LOWER MAINLAND,E PENDER ST,12:00-14:59,FRIDAY,NA,N,Y,VANCOUVER,VANCOUVER,E PENDER ST,E PENDER ST,1,49.280468,-123.103324,1
LOWER MAINLAND,2017,CASUALTY,Yes,SUNDAY,SINGLE VEHICLE,Yes,JULY,No,VANCOUVER,No,No,LOWER MAINLAND,CAMBIE ST,00:00-02:59,SUNDAY,DUNSMUIR ST,N,N,VANCOUVER,VANCOUVER,CAMBIE ST & DUNSMUIR ST,CAMBIE ST,1,49.280488,-123.111556,1
LOWER MAINLAND,2018,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,Yes,OCTOBER,No,BURNABY,No,No,LOWER MAINLAND,HASTINGS ST,15:00-17:59,THURSDAY,INLET DR,N,N,BURNABY,BURNABY,CLIFF AVE & HASTINGS ST & INLET DR,HASTINGS ST,1,49.28059,-122.958772,1
LOWER MAINLAND,2015,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,MAY,No,VANCOUVER,No,No,LOWER MAINLAND,ABBOTT ST,15:00-17:59,TUESDAY,W PENDER ST,N,N,VANCOUVER,VANCOUVER,ABBOTT ST & W PENDER ST,ABBOTT ST,1,49.281065,-123.107583,1
LOWER MAINLAND,2015,PROPERTY DAMAGE ONLY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,DECEMBER,No,VANCOUVER,No,No,LOWER MAINLAND,DUNSMUIR ST,06:00-08:59,WEDNESDAY,DUNSMUIR VIADUCT,N,N,VANCOUVER,VANCOUVER,BEATTY ST & DUNSMUIR ST & DUNSMUIR VIADUCT,DUNSMUIR ST,1,49.279839,-123.110537,1
LOWER MAINLAND,2018,PROPERTY DAMAGE ONLY,Yes,TUESDAY,SINGLE VEHICLE,Yes,AUGUST,No,VANCOUVER,No,No,LOWER MAINLAND,W PENDER ST,15:00-17:59,TUESDAY,ABBOTT ST,N,N,VANCOUVER,VANCOUVER,ABBOTT ST & W PENDER ST,W PENDER ST,1,49.281065,-123.107583,1
LOWER MAINLAND,2015,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,Yes,SEPTEMBER,No,VANCOUVER,No,No,LOWER MAINLAND,BURRARD ST,15:00-17:59,FRIDAY,COMOX ST,N,N,VANCOUVER,VANCOUVER,BURRARD ST & COMOX ST,BURRARD ST,1,49.280479,-123.127078,1
LOWER MAINLAND,2018,PROPERTY DAMAGE ONLY,Yes,THURSDAY,SINGLE VEHICLE,Yes,JULY,No,VANCOUVER,No,No,LOWER MAINLAND,NELSON ST,12:00-14:59,THURSDAY,BURRARD ST,N,N,VANCOUVER,VANCOUVER,BURRARD ST & NELSON ST,NELSON ST,1,49.281194,-123.126037,1
LOWER MAINLAND,2017,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,AUGUST,No,VANCOUVER,No,No,LOWER MAINLAND,HOMER ST,06:00-08:59,WEDNESDAY,DUNSMUIR ST,N,N,VANCOUVER,VANCOUVER,DUNSMUIR ST & HOMER ST,HOMER ST,1,49.281725,-123.113475,1
LOWER MAINLAND,2015,CASUALTY,Yes,THURSDAY,SIDE IMPACT,Yes,AUGUST,No,VANCOUVER,No,No,LOWER MAINLAND,E HASTINGS ST,15:00-17:59,THURSDAY,LAKEWOOD DR,N,N,VANCOUVER,VANCOUVER,E HASTINGS ST & LAKEWOOD DR,E HASTINGS ST,1,49.281175,-123.061688,1
LOWER MAINLAND,2018,PROPERTY DAMAGE ONLY,Yes,MONDAY,SINGLE VEHICLE,Yes,APRIL,No,VANCOUVER,No,No,LOWER MAINLAND,GRANVILLE ST,18:00-20:59,MONDAY,ROBSON ST,N,N,VANCOUVER,VANCOUVER,GRANVILLE ST & ROBSON ST,GRANVILLE ST,1,49.281368,-123.119815,1
LOWER MAINLAND,2018,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,JUNE,No,BURNABY,No,No,LOWER MAINLAND,BETA AVE,18:00-20:59,TUESDAY,GEORGIA ST,N,N,BURNABY,BURNABY,BETA AVE & GEORGIA ST,BETA AVE,1,49.278263,-122.99751,1
LOWER MAINLAND,2019,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,JUNE,No,VANCOUVER,No,No,LOWER MAINLAND,SMITHE ST,09:00-11:59,MONDAY,HOMER ST,N,N,VANCOUVER,VANCOUVER,HOMER ST & SMITHE ST,SMITHE ST,1,49.278437,-123.118448,1
LOWER MAINLAND,2015,PROPERTY DAMAGE ONLY,Yes,MONDAY,UNDETERMINED,Yes,OCTOBER,No,VANCOUVER,No,No,LOWER MAINLAND,KEEFER ST,21:00-23:59,MONDAY,MAIN ST,N,N,VANCOUVER,VANCOUVER,KEEFER ST & MAIN ST,KEEFER ST,1,49.279482,-123.099737,1
LOWER MAINLAND,2017,CASUALTY,Yes,SATURDAY,SINGLE VEHICLE,Yes,OCTOBER,No,VANCOUVER,No,No,LOWER MAINLAND,RICHARDS ST,18:00-20:59,SATURDAY,ROBSON ST,N,N,VANCOUVER,VANCOUVER,RICHARDS ST & ROBSON ST,RICHARDS ST,1,49.280109,-123.11787,1
LOWER MAINLAND,2018,CASUALTY,Yes,MONDAY,UNDETERMINED,Yes,MAY,No,BURNABY,No,No,LOWER MAINLAND,MACDONALD AVE,06:00-08:59,MONDAY,PENDER ST,N,N,BURNABY,BURNABY,MACDONALD AVE & PENDER ST,MACDONALD AVE,1,49.280171,-123.01628,1
LOWER MAINLAND,2015,CASUALTY,Yes,SATURDAY,SINGLE VEHICLE,Yes,MARCH,No,VANCOUVER,No,No,LOWER MAINLAND,DUNLEVY AVE,15:00-17:59,SATURDAY,E HASTINGS ST,N,N,VANCOUVER,VANCOUVER,DUNLEVY AVE & E HASTINGS ST,DUNLEVY AVE,1,49.281274,-123.095406,1
LOWER MAINLAND,2015,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,DECEMBER,No,VANCOUVER,No,No,LOWER MAINLAND,BEATTY ST,06:00-08:59,WEDNESDAY,DUNSMUIR VIADUCT,N,N,VANCOUVER,VANCOUVER,BEATTY ST & DUNSMUIR ST & DUNSMUIR VIADUCT,BEATTY ST,1,49.279839,-123.110537,1
LOWER MAINLAND,2018,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,OCTOBER,No,VANCOUVER,No,No,LOWER MAINLAND,RICHARDS ST,12:00-14:59,WEDNESDAY,ROBSON ST,N,N,VANCOUVER,VANCOUVER,RICHARDS ST & ROBSON ST,RICHARDS ST,1,49.280109,-123.11787,1
LOWER MAINLAND,2015,CASUALTY,Yes,WEDNESDAY,UNDETERMINED,Yes,OCTOBER,No,VANCOUVER,No,No,LOWER MAINLAND,GORE AVE,12:00-14:59,WEDNESDAY,E PENDER ST,N,N,VANCOUVER,VANCOUVER,E PENDER ST & GORE AVE,GORE AVE,1,49.280335,-123.097304,1
LOWER MAINLAND,2018,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,MAY,No,VANCOUVER,No,No,LOWER MAINLAND,E HASTINGS ST,12:00-14:59,TUESDAY,MAIN ST,N,N,VANCOUVER,VANCOUVER,E HASTINGS ST & MAIN ST,E HASTINGS ST,1,49.281347,-123.099687,1
LOWER MAINLAND,2017,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,SEPTEMBER,No,VANCOUVER,No,No,LOWER MAINLAND,MAIN ST,15:00-17:59,WEDNESDAY,E HASTINGS ST,N,N,VANCOUVER,VANCOUVER,E HASTINGS ST & MAIN ST,MAIN ST,1,49.281347,-123.099687,1
LOWER MAINLAND,2016,PROPERTY DAMAGE ONLY,Yes,WEDNESDAY,UNDETERMINED,Yes,AUGUST,No,VANCOUVER,No,No,LOWER MAINLAND,HEATLEY AVE,15:00-17:59,WEDNESDAY,E PENDER ST,N,N,VANCOUVER,VANCOUVER,E PENDER ST & HEATLEY AVE,HEATLEY AVE,1,49.280208,-123.08957,1
LOWER MAINLAND,2015,CASUALTY,Yes,SATURDAY,UNDETERMINED,Yes,DECEMBER,No,VANCOUVER,No,No,LOWER MAINLAND,BURRARD ST,18:00-20:59,SATURDAY,COMOX ST,N,N,VANCOUVER,VANCOUVER,BURRARD ST & COMOX ST,BURRARD ST,1,49.280479,-123.127078,1
LOWER MAINLAND,2017,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,DECEMBER,No,VANCOUVER,No,No,LOWER MAINLAND,MAIN ST,12:00-14:59,TUESDAY,E PENDER ST,N,N,VANCOUVER,VANCOUVER,E PENDER ST & MAIN ST,MAIN ST,1,49.280381,-123.099699,1
LOWER MAINLAND,2017,PROPERTY DAMAGE ONLY,Yes,FRIDAY,SINGLE VEHICLE,Yes,MARCH,No,VANCOUVER,No,No,LOWER MAINLAND,CAMBIE ST,15:00-17:59,FRIDAY,DUNSMUIR ST,N,N,VANCOUVER,VANCOUVER,CAMBIE ST & DUNSMUIR ST,CAMBIE ST,1,49.280488,-123.111556,1
LOWER MAINLAND,2015,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,No,NOVEMBER,No,VANCOUVER,No,No,LOWER MAINLAND,W PENDER ST,15:00-17:59,TUESDAY,NA,N,Y,VANCOUVER,VANCOUVER,W PENDER ST,W PENDER ST,1,49.280625,-123.105116,1
LOWER MAINLAND,2019,CASUALTY,Yes,SATURDAY,SINGLE VEHICLE,Yes,JULY,No,VANCOUVER,No,No,LOWER MAINLAND,HOWE ST,15:00-17:59,SATURDAY,SMITHE ST,N,N,VANCOUVER,VANCOUVER,HOWE ST & SMITHE ST,HOWE ST,1,49.280985,-123.122436,1
LOWER MAINLAND,2018,PROPERTY DAMAGE ONLY,Yes,WEDNESDAY,UNDETERMINED,Yes,JUNE,No,VANCOUVER,No,No,LOWER MAINLAND,ADANAC ST,06:00-08:59,WEDNESDAY,COMMERCIAL DR,N,N,VANCOUVER,VANCOUVER,ADANAC ST & COMMERCIAL DR,ADANAC ST,1,49.27757,-123.070476,1
LOWER MAINLAND,2016,PROPERTY DAMAGE ONLY,Yes,SATURDAY,SINGLE VEHICLE,Yes,APRIL,No,VANCOUVER,Yes,No,LOWER MAINLAND,GORE AVE,09:00-11:59,SATURDAY,UNION ST,N,N,VANCOUVER,VANCOUVER,GORE AVE & UNION ST,GORE AVE,1,49.277617,-123.096963,1
LOWER MAINLAND,2015,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,FEBRUARY,No,VANCOUVER,No,No,LOWER MAINLAND,MAIN ST,09:00-11:59,WEDNESDAY,UNION ST,N,N,VANCOUVER,VANCOUVER,MAIN ST & MAIN ST ONRAMP & UNION ST,MAIN ST,1,49.277634,-123.099817,1
LOWER MAINLAND,2018,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,Yes,OCTOBER,No,VANCOUVER,No,No,LOWER MAINLAND,ADANAC ST,09:00-11:59,THURSDAY,MCLEAN DR,N,N,VANCOUVER,VANCOUVER,ADANAC ST & MCLEAN DR,ADANAC ST,1,49.277638,-123.074142,1
LOWER MAINLAND,2019,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,AUGUST,No,VANCOUVER,No,No,LOWER MAINLAND,CARRALL ST,06:00-08:59,WEDNESDAY,EXPO BLVD,N,N,VANCOUVER,VANCOUVER,CARRALL ST & EXPO BLVD,CARRALL ST,1,49.278046,-123.106155,1
LOWER MAINLAND,2017,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,Yes,SEPTEMBER,No,BURNABY,No,No,LOWER MAINLAND,ALPHA AVE,06:00-08:59,THURSDAY,GEORGIA ST,N,N,BURNABY,BURNABY,ALPHA AVE & GEORGIA ST,ALPHA AVE,1,49.278277,-123.000299,1
LOWER MAINLAND,2015,CASUALTY,Yes,SUNDAY,SIDE IMPACT,Yes,MAY,No,VANCOUVER,No,No,LOWER MAINLAND,GORE AVE,15:00-17:59,SUNDAY,KEEFER ST,N,N,VANCOUVER,VANCOUVER,GORE AVE & KEEFER ST,GORE AVE,1,49.279435,-123.097188,1
LOWER MAINLAND,2015,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,JULY,No,VANCOUVER,No,No,LOWER MAINLAND,HELMCKEN ST,09:00-11:59,MONDAY,HORNBY ST,N,N,VANCOUVER,VANCOUVER,HELMCKEN ST & HORNBY ST,HELMCKEN ST,1,49.279457,-123.126589,1
LOWER MAINLAND,2017,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,JUNE,No,VANCOUVER,No,No,LOWER MAINLAND,HOWE ST,12:00-14:59,MONDAY,NELSON ST,N,N,VANCOUVER,VANCOUVER,HOWE ST & NELSON ST,HOWE ST,1,49.279909,-123.124039,1
LOWER MAINLAND,2017,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,AUGUST,No,VANCOUVER,Yes,No,LOWER MAINLAND,ROBSON ST,15:00-17:59,WEDNESDAY,RICHARDS ST,N,N,VANCOUVER,VANCOUVER,RICHARDS ST & ROBSON ST,ROBSON ST,1,49.280109,-123.11787,1
LOWER MAINLAND,2017,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,Yes,DECEMBER,No,VANCOUVER,No,No,LOWER MAINLAND,CASSIAR CONNECTR,06:00-08:59,FRIDAY,E HASTINGS ST,N,N,VANCOUVER,VANCOUVER,CASSIAR CONN & E HASTINGS ST & E HASTINGS ST OFFRAMP & E HASTINGS ST ONRAMP & TRANS-CANADA HWY & TURNING LANE,CASSIAR CONNECTR,1,49.281171,-123.031464,1
LOWER MAINLAND,2017,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,Yes,MARCH,No,VANCOUVER,No,No,LOWER MAINLAND,RENFREW ST,06:00-08:59,THURSDAY,E HASTINGS ST,N,N,VANCOUVER,VANCOUVER,E HASTINGS ST & RENFREW ST,RENFREW ST,1,49.281155,-123.044034,1
LOWER MAINLAND,2016,CASUALTY,Yes,MONDAY,UNDETERMINED,Yes,MARCH,No,VANCOUVER,No,No,LOWER MAINLAND,E HASTINGS ST,12:00-14:59,MONDAY,PENTICTON ST,N,N,VANCOUVER,VANCOUVER,E HASTINGS ST & PENTICTON ST,E HASTINGS ST,1,49.281162,-123.051974,1
LOWER MAINLAND,2018,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,MARCH,No,VANCOUVER,No,No,LOWER MAINLAND,E HASTINGS ST,06:00-08:59,MONDAY,KAMLOOPS ST,N,N,VANCOUVER,VANCOUVER,E HASTINGS ST & KAMLOOPS ST,E HASTINGS ST,1,49.281166,-123.054581,1
